hu_site_limit,point_granularity,point_longitude,fl_site_deductible,hu_site_deductible,point_latitude,fl_site_limit,county,construction,tiv_2011,policyID,fr_site_deductible,tiv_2012,eq_site_deductible,line,fr_site_limit,eq_site_limit,statecode
15480000,1,-80.09355,0,0,26.72446,0,PALM BEACH COUNTY,Reinforced Concrete,15480000,995090,0,20160000,0,Commercial,0,0,FL
11700000,1,-80.07437,0,0,26.69692,0,PALM BEACH COUNTY,Reinforced Concrete,11700000,480656,0,10620000,0,Commercial,11700000,0,FL
661011.3,3,-80.1035,0,0,26.70564,0,PALM BEACH COUNTY,Masonry,661011.3,922704,0,871667.67,0,Residential,0,0,FL
1080969.3,1,-80.10275,0,0,26.70605,0,PALM BEACH COUNTY,Masonry,1080969.3,852852,0,1228469.72,0,Residential,0,0,FL
493472.37,4,-80.104434,0,0,26.7314,0,PALM BEACH COUNTY,Masonry,493472.37,589233,0,790980.94,0,Residential,0,0,FL
32940000,1,-80.093552,0,0,26.706656,0,PALM BEACH COUNTY,Reinforced Concrete,32940000,226139,0,53100000,0,Commercial,32940000,0,FL
6477660,1,-80.09127,0,323883,26.717096,0,PALM BEACH COUNTY,Reinforced Masonry,6477660,581184,0,8122985.64,0,Commercial,6477660,0,FL
14220000,1,-80.09276,0,0,26.72219,0,PALM BEACH COUNTY,Reinforced Concrete,14220000,597128,0,20880000,0,Commercial,0,0,FL
71375.98,3,-80.084285,0,0,26.71282,0,PALM BEACH COUNTY,Wood,71375.98,121564,0,103637.29,0,Residential,0,0,FL
71375.98,4,-80.0978,0,0,26.7174,0,PALM BEACH COUNTY,Wood,71375.98,760692,0,106496.54,0,Residential,0,0,FL
71375.98,3,-80.099896,0,0,26.72851,0,PALM BEACH COUNTY,Wood,71375.98,594597,0,90509.32,0,Residential,0,0,FL
57600000,1,-80.09319,0,0,26.84533,57600000,PALM BEACH COUNTY,Steel Frame,57600000,479061,0,77220000,0,Commercial,57600000,57600000,FL
2434129.6,1,-80.095749,0,0,26.837957,0,PALM BEACH COUNTY,Reinforced Masonry,2434129.6,562100,0,2309132.17,0,Commercial,0,0,FL
879018.1,1,-80.09322,0,0,26.85193,0,PALM BEACH COUNTY,Masonry,879018.1,490662,0,1303056.44,0,Residential,0,0,FL
879018.1,1,-80.09322,0,0,26.85193,0,PALM BEACH COUNTY,Masonry,879018.1,141015,0,1213572.39,0,Residential,0,0,FL
879018.1,1,-80.09322,0,0,26.85193,0,PALM BEACH COUNTY,Masonry,879018.1,884943,0,670141.43,0,Residential,0,0,FL
879018.1,1,-80.09322,0,0,26.85193,0,PALM BEACH COUNTY,Masonry,879018.1,497410,0,1206364.44,0,Residential,0,0,FL
879018.1,1,-80.09322,0,0,26.85193,0,PALM BEACH COUNTY,Masonry,879018.1,802926,0,1115438.81,0,Residential,0,0,FL
879018.1,1,-80.09322,0,0,26.85193,0,PALM BEACH COUNTY,Masonry,879018.1,941866,0,941428.39,0,Residential,0,0,FL
879018.1,1,-80.09322,0,0,26.85193,0,PALM BEACH COUNTY,Masonry,879018.1,960533,0,1033725.29,0,Residential,0,0,FL
879018.1,1,-80.09322,0,0,26.85193,0,PALM BEACH COUNTY,Masonry,879018.1,387601,0,888634.56,0,Residential,0,0,FL
136800,1,-80.1063,0,0,26.813366,136800,PALM BEACH COUNTY,Wood,136800,235393,0,221688.23,0,Residential,136800,136800,FL
9090000,3,-80.077385,0,455562.9,26.829374,0,PALM BEACH COUNTY,Reinforced Concrete,9090000,772629,0,12690000,0,Commercial,9090000,0,FL
4155489,3,-80.077385,0,0,26.829374,0,PALM BEACH COUNTY,Reinforced Masonry,4155489,892956,0,5575004.04,0,Commercial,4155489,0,FL
11790000,1,-80.08989,0,0,26.82398,0,PALM BEACH COUNTY,Reinforced Concrete,11790000,201569,0,10440000,0,Commercial,11790000,0,FL
368806.5,1,-80.08989,0,0,26.82398,0,PALM BEACH COUNTY,Masonry,368806.5,205217,0,421572.38,0,Residential,368806.5,0,FL
5938515,1,-80.10286,0,0,26.82511,0,PALM BEACH COUNTY,Reinforced Masonry,5938515,263262,0,9180000,0,Commercial,5938515,0,FL
58050,1,-80.10286,0,2902.5,26.82511,0,PALM BEACH COUNTY,Wood,58050,523054,0,71621.63,0,Residential,58050,0,FL
1247710.5,1,-80.10519,0,0,26.799,0,PALM BEACH COUNTY,Masonry,1247710.5,592481,0,1425384.48,0,Residential,1247710.5,0,FL
116640,1,-80.10519,0,5832,26.799,0,PALM BEACH COUNTY,Wood,116640,757129,0,84851.63,0,Residential,116640,0,FL
116640,1,-80.10519,0,5832,26.799,0,PALM BEACH COUNTY,Wood,116640,445325,0,92804.38,0,Residential,116640,0,FL
116640,1,-80.10519,0,5832,26.799,0,PALM BEACH COUNTY,Wood,116640,572022,0,156189.36,0,Residential,116640,0,FL
116640,1,-80.10519,0,5832,26.799,0,PALM BEACH COUNTY,Wood,116640,941823,0,129645.36,0,Residential,116640,0,FL
116640,1,-80.10519,0,5832,26.799,0,PALM BEACH COUNTY,Wood,116640,326964,0,112164.76,0,Residential,116640,0,FL
116640,1,-80.10519,0,5832,26.799,0,PALM BEACH COUNTY,Wood,116640,288390,0,126170.65,0,Residential,116640,0,FL
116640,1,-80.10519,0,5832,26.799,0,PALM BEACH COUNTY,Wood,116640,130654,0,185743.13,0,Residential,116640,0,FL
66873.6,1,-80.10519,0,0,26.799,0,PALM BEACH COUNTY,Wood,66873.6,891346,0,96967.25,0,Residential,66873.6,0,FL
66873.6,1,-80.10519,0,0,26.799,0,PALM BEACH COUNTY,Wood,66873.6,797138,0,92512.47,0,Residential,66873.6,0,FL
74304,1,-80.10519,0,3715.2,26.799,0,PALM BEACH COUNTY,Wood,74304,812607,0,77590.09,0,Residential,74304,0,FL
66873.6,1,-80.07826,0,0,26.85382,0,PALM BEACH COUNTY,Wood,66873.6,444142,0,76187.76,0,Residential,66873.6,0,FL
59443.2,1,-80.07826,0,0,26.85382,0,PALM BEACH COUNTY,Wood,59443.2,352176,0,82824.83,0,Residential,59443.2,0,FL
66873.6,1,-80.07826,0,0,26.85382,0,PALM BEACH COUNTY,Wood,66873.6,506663,0,80257.15,0,Residential,66873.6,0,FL
80496,1,-80.07826,0,4024.8,26.85382,0,PALM BEACH COUNTY,Wood,80496,658052,0,66374.43,0,Residential,80496,0,FL
307561.5,1,-80.10635,0,0,26.87695,0,PALM BEACH COUNTY,Wood,307561.5,668817,0,457764.69,0,Residential,307561.5,0,FL
68400,1,-80.10635,0,3420,26.87695,0,PALM BEACH COUNTY,Wood,68400,475060,0,61055.21,0,Residential,68400,0,FL
5130,1,-80.10635,0,256.5,26.87695,0,PALM BEACH COUNTY,Wood,5130,343440,0,4479.11,0,Residential,5130,0,FL
208012.5,1,-80.10635,0,0,26.87695,0,PALM BEACH COUNTY,Wood,208012.5,189907,0,354073.89,0,Residential,208012.5,0,FL
14850000,1,-80.092659,0,0,26.844667,0,PALM BEACH COUNTY,Reinforced Concrete,14850000,766920,0,18270000,0,Commercial,14850000,0,FL
4411552.86,1,-80.105865,0,0,26.823654,0,PALM BEACH COUNTY,Reinforced Masonry,4411552.86,388511,0,4977078.64,0,Commercial,0,0,FL
2773.98,1,-80.105865,0,0,26.823654,0,PALM BEACH COUNTY,Wood,2773.98,125621,0,2530.05,0,Residential,0,0,FL
4623.3,1,-80.105865,0,0,26.823689,0,PALM BEACH COUNTY,Wood,4623.3,405540,0,6256.92,0,Residential,4623.3,0,FL
49006.98,1,-80.105865,0,0,26.823654,0,PALM BEACH COUNTY,Wood,49006.98,414146,0,40883.58,0,Residential,0,0,FL
5396315.76,1,-80.071114,0,0,26.874052,0,PALM BEACH COUNTY,Reinforced Masonry,5396315.76,192716,0,7017153.16,0,Commercial,0,0,FL
8321.94,1,-80.071114,0,0,26.874052,0,PALM BEACH COUNTY,Wood,8321.94,546402,0,10842.66,0,Residential,0,0,FL
195103.26,1,-80.071114,0,0,26.874052,0,PALM BEACH COUNTY,Wood,195103.26,379983,0,287860.03,0,Residential,0,0,FL
1422127.08,1,-80.105865,0,0,26.823654,0,PALM BEACH COUNTY,Masonry,1422127.08,667149,0,1198841.75,0,Residential,0,0,FL
55479.6,1,-80.10792,0,0,26.82272,0,PALM BEACH COUNTY,Wood,55479.6,662103,0,101011.71,0,Residential,55479.6,0,FL
3698.64,1,-80.10792,0,0,26.82272,0,PALM BEACH COUNTY,Wood,3698.64,416062,0,6544.82,0,Residential,0,0,FL
3082624.2,1,-80.082573,0,0,26.844831,0,PALM BEACH COUNTY,Reinforced Masonry,3082624.2,172102,0,5186632.36,0,Commercial,3082624.2,0,FL
5539337.1,1,-80.082573,0,0,26.844831,0,PALM BEACH COUNTY,Reinforced Masonry,5539337.1,264183,0,4759664.32,0,Commercial,5539337.1,0,FL
31270.5,1,-80.082573,0,0,26.844831,0,PALM BEACH COUNTY,Wood,31270.5,886582,0,45690.45,0,Residential,31270.5,0,FL
671853.6,1,-80.0858,0,0,26.8485,0,PALM BEACH COUNTY,Masonry,671853.6,460927,0,578159.58,0,Residential,0,671853.6,FL
1934232.46,1,-80.091949,0,0,26.842215,0,PALM BEACH COUNTY,Reinforced Masonry,1934232.46,393850,0,1391922.03,0,Commercial,0,0,FL
10710000,1,-80.083817,0,0,26.830603,10710000,PALM BEACH COUNTY,Reinforced Concrete,10710000,275398,0,14040000,0,Commercial,10710000,10710000,FL
3549578.4,1,-80.073402,0,0,26.832014,3549578.4,PALM BEACH COUNTY,Reinforced Masonry,3549578.4,500145,0,4653426.29,0,Commercial,3549578.4,3549578.4,FL
6889793.77,1,-80.08745,0,0,26.84573,0,PALM BEACH COUNTY,Reinforced Masonry,6889793.77,375367,0,5754355.75,0,Commercial,0,0,FL
3190733.71,1,-80.09064,0,0,26.84578,0,PALM BEACH COUNTY,Reinforced Masonry,3190733.71,515029,0,5442370.67,0,Commercial,0,0,FL
602716.2,1,-80.09774,0,0,26.87009,0,PALM BEACH COUNTY,Masonry,602716.2,588052,0,881119.85,0,Residential,0,0,FL
503919,1,-80.078591,0,0,26.827206,503919,PALM BEACH COUNTY,Masonry,503919,326292,0,507829.41,0,Residential,503919,503919,FL
167445,1,-80.087242,0,0,26.879255,0,PALM BEACH COUNTY,Wood,167445,899169,0,152709.84,0,Residential,167445,0,FL
6611885.16,1,-80.1043,0,0,26.83271,0,PALM BEACH COUNTY,Reinforced Masonry,6611885.16,305250,0,7782519.43,0,Commercial,0,0,FL
141180.8,1,-80.1043,0,0,26.83271,0,PALM BEACH COUNTY,Wood,141180.8,492295,0,208440.04,0,Residential,0,0,FL
7855.85,1,-80.105385,0,0,26.830725,0,PALM BEACH COUNTY,Wood,7855.85,865910,0,10645.55,0,Residential,0,0,FL
765753.21,1,-80.09293,0,0,26.83017,0,PALM BEACH COUNTY,Masonry,765753.21,704250,0,713639.11,0,Residential,0,0,FL
29403.31,3,-80.0898,0,0,26.8421,0,PALM BEACH COUNTY,Wood,29403.31,296488,0,36232.09,0,Residential,0,0,FL
87648.81,3,-80.0898,0,0,26.8421,0,PALM BEACH COUNTY,Wood,87648.81,937829,0,89228.24,0,Residential,0,0,FL
36664.36,3,-80.0898,0,0,26.8421,0,PALM BEACH COUNTY,Wood,36664.36,368906,0,50363.34,0,Residential,0,0,FL
56113.2,3,-80.0898,0,0,26.8421,0,PALM BEACH COUNTY,Wood,56113.2,934474,0,53036.4,0,Residential,0,0,FL
504819,4,-80.0898,0,0,26.8421,0,PALM BEACH COUNTY,Masonry,504819,680993,0,557494.33,0,Residential,0,0,FL
357497.17,4,-80.0898,0,0,26.8421,0,PALM BEACH COUNTY,Wood,357497.17,190115,0,377322.89,0,Residential,0,0,FL
357497.17,4,-80.0898,0,0,26.8421,0,PALM BEACH COUNTY,Wood,357497.17,734433,0,530347.05,0,Residential,0,0,FL
53868.67,4,-80.0898,0,0,26.8421,0,PALM BEACH COUNTY,Wood,53868.67,857382,0,96705.89,0,Residential,0,0,FL
30301.13,4,-80.0898,0,0,26.8421,0,PALM BEACH COUNTY,Wood,30301.13,431027,0,48005.35,0,Residential,0,0,FL
1010037.52,4,-80.0898,0,0,26.8421,0,PALM BEACH COUNTY,Masonry,1010037.52,146018,0,972544.93,0,Residential,0,0,FL
112226.39,4,-80.0898,0,0,26.8421,0,PALM BEACH COUNTY,Wood,112226.39,499223,0,90127.67,0,Residential,0,0,FL
258176.81,1,-80.103775,0,0,26.830809,0,PALM BEACH COUNTY,Wood,258176.81,278895,0,216300.53,0,Residential,0,0,FL
89781.11,1,-80.103775,0,0,26.830809,0,PALM BEACH COUNTY,Wood,89781.11,629613,0,131870.5,0,Residential,0,0,FL
3838.14,3,-80.07272,0,0,26.83184,0,PALM BEACH COUNTY,Wood,3838.14,980157,0,4316.99,0,Residential,0,0,FL
216686.72,4,-80.0898,0,0,26.8421,0,PALM BEACH COUNTY,Wood,216686.72,750253,0,272024.17,0,Residential,0,0,FL
12620.98,4,-80.0898,0,0,26.8421,0,PALM BEACH COUNTY,Wood,12620.98,660020,0,15154.87,0,Residential,0,0,FL
33667.92,4,-80.0898,0,0,26.8421,0,PALM BEACH COUNTY,Wood,33667.92,488614,0,29412.29,0,Residential,0,0,FL
3838.14,3,-80.08289,0,0,26.83765,0,PALM BEACH COUNTY,Wood,3838.14,908895,0,3279.31,0,Residential,0,0,FL
17227.87,3,-80.08289,0,0,26.83765,0,PALM BEACH COUNTY,Wood,17227.87,721681,0,29485.09,0,Residential,0,0,FL
291788.62,3,-80.086725,0,0,26.816765,0,PALM BEACH COUNTY,Wood,291788.62,489373,0,233664.32,0,Residential,0,0,FL
101003.75,3,-80.086725,0,0,26.816765,0,PALM BEACH COUNTY,Wood,101003.75,860966,0,137898.4,0,Residential,0,0,FL
28056.6,3,-80.086725,0,0,26.816765,0,PALM BEACH COUNTY,Wood,28056.6,126758,0,26900.67,0,Residential,0,0,FL
5184.86,3,-80.086725,0,0,26.816765,0,PALM BEACH COUNTY,Wood,5184.86,533143,0,7670.96,0,Residential,0,0,FL
262991.32,3,-80.130569,0,0,26.856541,0,PALM BEACH COUNTY,Wood,262991.32,135545,0,262805.65,0,Residential,0,0,FL
12620.98,3,-80.130569,0,0,26.856541,0,PALM BEACH COUNTY,Wood,12620.98,594630,0,12451.15,0,Residential,0,0,FL
6733.58,1,-80.09641,0,0,26.864135,0,PALM BEACH COUNTY,Wood,6733.58,646981,0,5665.62,0,Residential,0,0,FL
535836.13,1,-80.105431,0,0,26.829525,0,PALM BEACH COUNTY,Masonry,535836.13,682745,0,825862.79,0,Residential,0,0,FL
4511.5,1,-80.105431,0,0,26.829525,0,PALM BEACH COUNTY,Wood,4511.5,684040,0,6427.26,0,Residential,0,0,FL
64507.73,4,-80.0898,0,0,26.8421,0,PALM BEACH COUNTY,Wood,64507.73,697991,0,57068.44,0,Residential,0,0,FL
67335.83,3,-80.08382,0,0,26.828345,0,PALM BEACH COUNTY,Wood,67335.83,510029,0,71592.6,0,Residential,0,0,FL
33667.92,3,-80.08382,0,0,26.828345,0,PALM BEACH COUNTY,Wood,33667.92,276628,0,47808.44,0,Residential,0,0,FL
78558.47,1,-80.10034,0,0,26.826745,0,PALM BEACH COUNTY,Wood,78558.47,183646,0,65818.17,0,Residential,0,0,FL
13467.17,1,-80.10034,0,0,26.826745,0,PALM BEACH COUNTY,Wood,13467.17,137163,0,18333.66,0,Residential,0,0,FL
420848.97,1,-80.10034,0,0,26.826745,0,PALM BEACH COUNTY,Masonry,420848.97,235246,0,360795.5,0,Residential,0,0,FL
123449.03,1,-80.10034,0,0,26.826745,0,PALM BEACH COUNTY,Wood,123449.03,356999,0,116726,0,Residential,0,0,FL
3366.79,1,-80.10034,0,0,26.826745,0,PALM BEACH COUNTY,Wood,3366.79,845662,0,3798.39,0,Residential,0,0,FL
84169.79,1,-80.10034,0,0,26.826745,0,PALM BEACH COUNTY,Wood,84169.79,362315,0,104675.24,0,Residential,0,0,FL
28056.6,1,-80.10034,0,0,26.826745,0,PALM BEACH COUNTY,Wood,28056.6,947364,0,49020.49,0,Residential,0,0,FL
44890.56,3,-80.08215,0,0,26.82257,0,PALM BEACH COUNTY,Wood,44890.56,109244,0,40545.46,0,Residential,0,0,FL
56113.2,3,-80.08215,0,0,26.82257,0,PALM BEACH COUNTY,Wood,56113.2,537750,0,71818.04,0,Residential,0,0,FL
3366.79,3,-80.08215,0,0,26.82257,0,PALM BEACH COUNTY,Wood,3366.79,977960,0,2701.18,0,Residential,0,0,FL
15711.69,3,-80.08886,0,0,26.82309,0,PALM BEACH COUNTY,Wood,15711.69,341984,0,24961.64,0,Residential,0,0,FL
4511.5,3,-80.06754,0,0,26.844545,0,PALM BEACH COUNTY,Wood,4511.5,732148,0,6031.95,0,Residential,0,0,FL
3838.14,3,-80.08793,0,0,26.817325,0,PALM BEACH COUNTY,Wood,3838.14,181610,0,5388.75,0,Residential,0,0,FL
3164.78,3,-80.08793,0,0,26.817325,0,PALM BEACH COUNTY,Wood,3164.78,374960,0,4777.68,0,Residential,0,0,FL
3770.81,3,-80.072745,0,0,26.84844,0,PALM BEACH COUNTY,Wood,3770.81,642503,0,3804.77,0,Residential,0,0,FL
19403.94,3,-80.10428,0,0,26.838435,0,PALM BEACH COUNTY,Wood,19403.94,922451,0,27080.49,0,Residential,0,0,FL
4735.95,1,-80.09641,0,0,26.864135,0,PALM BEACH COUNTY,Wood,4735.95,811511,0,6917.3,0,Residential,0,0,FL
4040.15,4,-80.083395,0,0,26.81928,0,PALM BEACH COUNTY,Wood,4040.15,823490,0,5243.31,0,Residential,0,0,FL
68310000,1,-80.08429,0,0,26.84507,0,PALM BEACH COUNTY,Steel Frame,68310000,454495,0,115200000,0,Commercial,0,0,FL
367370.5,1,-80.146469,0,0,26.709692,0,PALM BEACH COUNTY,Masonry,367370.5,693264,0,345017.47,0,Residential,0,0,FL
22320000,1,-80.23605,0,0,26.69777,0,PALM BEACH COUNTY,Reinforced Concrete,22320000,103129,0,36090000,0,Commercial,22320000,0,FL
116640,1,-80.23605,0,5832,26.69777,0,PALM BEACH COUNTY,Wood,116640,577054,0,136231.32,0,Residential,116640,0,FL
116640,1,-80.23605,0,5832,26.69777,0,PALM BEACH COUNTY,Wood,116640,831586,0,117545.13,0,Residential,116640,0,FL
116640,1,-80.23605,0,5832,26.69777,0,PALM BEACH COUNTY,Wood,116640,424172,0,152005.71,0,Residential,116640,0,FL
116640,1,-80.23605,0,5832,26.69777,0,PALM BEACH COUNTY,Wood,116640,555954,0,115288.84,0,Residential,116640,0,FL
116640,1,-80.23605,0,5832,26.69777,0,PALM BEACH COUNTY,Wood,116640,273498,0,157840.05,0,Residential,116640,0,FL
66873.6,1,-80.23605,0,0,26.69777,0,PALM BEACH COUNTY,Wood,66873.6,189865,0,90400.94,0,Residential,66873.6,0,FL
66873.6,1,-80.23605,0,0,26.69777,0,PALM BEACH COUNTY,Wood,66873.6,660797,0,54952.44,0,Residential,66873.6,0,FL
66873.6,1,-80.23605,0,0,26.69777,0,PALM BEACH COUNTY,Wood,66873.6,298222,0,85693.17,0,Residential,66873.6,0,FL
66873.6,1,-80.23605,0,0,26.69777,0,PALM BEACH COUNTY,Wood,66873.6,270554,0,63136.17,0,Residential,66873.6,0,FL
66873.6,1,-80.23605,0,0,26.69777,0,PALM BEACH COUNTY,Wood,66873.6,517671,0,96832.44,0,Residential,66873.6,0,FL
66873.6,1,-80.23605,0,0,26.69777,0,PALM BEACH COUNTY,Wood,66873.6,852184,0,59235.3,0,Residential,66873.6,0,FL
66873.6,1,-80.23605,0,0,26.69777,0,PALM BEACH COUNTY,Wood,66873.6,676776,0,104902.74,0,Residential,66873.6,0,FL
61300.8,1,-80.23605,0,0,26.69777,0,PALM BEACH COUNTY,Wood,61300.8,271597,0,54523.38,0,Residential,61300.8,0,FL
66873.6,1,-80.23605,0,0,26.69777,0,PALM BEACH COUNTY,Wood,66873.6,883785,0,44631.44,0,Residential,66873.6,0,FL
66873.6,1,-80.23605,0,0,26.69777,0,PALM BEACH COUNTY,Wood,66873.6,690751,0,52888.66,0,Residential,66873.6,0,FL
3335850,1,-80.229988,0,166792.5,26.728176,0,PALM BEACH COUNTY,Reinforced Masonry,3335850,890999,0,3124690.7,0,Commercial,3335850,0,FL
421915.5,1,-80.229988,0,0,26.728176,0,PALM BEACH COUNTY,Masonry,421915.5,367319,0,588951.85,0,Residential,421915.5,0,FL
1636618.5,1,-80.229988,0,0,26.728176,0,PALM BEACH COUNTY,Masonry,1636618.5,703333,0,2570800.34,0,Residential,1636618.5,0,FL
1707412.5,1,-80.229988,0,0,26.728176,0,PALM BEACH COUNTY,Masonry,1707412.5,730627,0,1271291.54,0,Residential,1707412.5,0,FL
1692333,1,-80.229988,0,0,26.728176,0,PALM BEACH COUNTY,Masonry,1692333,593147,0,2108980.31,0,Residential,1692333,0,FL
256405.5,1,-80.229988,0,0,26.728176,0,PALM BEACH COUNTY,Wood,256405.5,693869,0,393660.39,0,Residential,256405.5,0,FL
79326,1,-80.229988,0,3966.3,26.728176,0,PALM BEACH COUNTY,Wood,79326,233641,0,124505.33,0,Residential,79326,0,FL
3532936.5,3,-80.23653,0,0,26.69356,0,PALM BEACH COUNTY,Reinforced Masonry,3532936.5,816574,0,4650135.81,0,Commercial,3532936.5,0,FL
116640,3,-80.23653,0,5832,26.69356,0,PALM BEACH COUNTY,Wood,116640,408370,0,119748.22,0,Residential,116640,0,FL
116640,3,-80.23653,0,5832,26.69356,0,PALM BEACH COUNTY,Wood,116640,558949,0,86612.2,0,Residential,116640,0,FL
116640,3,-80.23653,0,5832,26.69356,0,PALM BEACH COUNTY,Wood,116640,717819,0,134719.2,0,Residential,116640,0,FL
116640,3,-80.23653,0,5832,26.69356,0,PALM BEACH COUNTY,Wood,116640,747309,0,169145.5,0,Residential,116640,0,FL
116640,3,-80.23653,0,5832,26.69356,0,PALM BEACH COUNTY,Wood,116640,400753,0,122360.03,0,Residential,116640,0,FL
562233.6,3,-80.23653,0,0,26.69356,0,PALM BEACH COUNTY,Masonry,562233.6,463780,0,797653.18,0,Residential,562233.6,0,FL
680184,1,-80.23605,0,34009.2,26.69777,0,PALM BEACH COUNTY,Masonry,680184,426758,0,736039.35,0,Residential,680184,0,FL
18225,1,-80.23605,0,0,26.69777,0,PALM BEACH COUNTY,Wood,18225,730330,0,21191.48,0,Residential,18225,0,FL
61300.8,1,-80.23605,0,0,26.69777,0,PALM BEACH COUNTY,Wood,61300.8,245397,0,63115.3,0,Residential,61300.8,0,FL
248067,1,-80.20966,0,0,26.70762,0,PALM BEACH COUNTY,Wood,248067,131577,0,289382.56,0,Residential,248067,0,FL
66873.6,1,-80.20966,0,0,26.70762,0,PALM BEACH COUNTY,Wood,66873.6,338595,0,88919.42,0,Residential,66873.6,0,FL
66873.6,1,-80.20966,0,0,26.70762,0,PALM BEACH COUNTY,Wood,66873.6,180323,0,96004.68,0,Residential,66873.6,0,FL
66873.6,1,-80.20966,0,0,26.70762,0,PALM BEACH COUNTY,Wood,66873.6,891803,0,100729.03,0,Residential,66873.6,0,FL
66873.6,1,-80.20966,0,0,26.70762,0,PALM BEACH COUNTY,Wood,66873.6,381277,0,105606.79,0,Residential,66873.6,0,FL
66873.6,1,-80.20966,0,0,26.70762,0,PALM BEACH COUNTY,Wood,66873.6,792213,0,77145.38,0,Residential,66873.6,0,FL
66873.6,1,-80.20966,0,0,26.70762,0,PALM BEACH COUNTY,Wood,66873.6,831621,0,72941.71,0,Residential,66873.6,0,FL
17730000,1,-80.262894,0,0,26.764942,0,PALM BEACH COUNTY,Reinforced Concrete,17730000,971501,0,23130000,0,Commercial,17730000,0,FL
44226,1,-80.262894,0,2211.3,26.764942,0,PALM BEACH COUNTY,Wood,44226,855055,0,42524.18,0,Residential,44226,0,FL
70434,1,-80.262894,0,3521.7,26.764942,0,PALM BEACH COUNTY,Wood,70434,432049,0,57283.13,0,Residential,70434,0,FL
80496,1,-80.262894,0,4024.8,26.764942,0,PALM BEACH COUNTY,Wood,80496,331860,0,136585.61,0,Residential,80496,0,FL
80496,1,-80.262894,0,4024.8,26.764942,0,PALM BEACH COUNTY,Wood,80496,797206,0,78886.08,0,Residential,80496,0,FL
81115.2,1,-80.262894,0,0,26.764942,0,PALM BEACH COUNTY,Wood,81115.2,781146,0,121945.35,0,Residential,81115.2,0,FL
22500000,1,-80.26603,0,0,26.76299,0,PALM BEACH COUNTY,Reinforced Concrete,22500000,440495,0,33390000,0,Commercial,22500000,0,FL
2621074.5,1,-80.26603,0,0,26.76299,0,PALM BEACH COUNTY,Reinforced Masonry,2621074.5,617035,0,2497171.07,0,Commercial,2621074.5,0,FL
66873.6,1,-80.26603,0,0,26.76299,0,PALM BEACH COUNTY,Wood,66873.6,329404,0,94341.93,0,Residential,66873.6,0,FL
61300.8,1,-80.26603,0,0,26.76299,0,PALM BEACH COUNTY,Wood,61300.8,254881,0,77664.68,0,Residential,61300.8,0,FL
64938.6,1,-80.26603,0,0,26.76299,0,PALM BEACH COUNTY,Wood,64938.6,706807,0,61435.16,0,Residential,64938.6,0,FL
66873.6,1,-80.26603,0,0,26.76299,0,PALM BEACH COUNTY,Wood,66873.6,895342,0,88979.34,0,Residential,66873.6,0,FL
80496,1,-80.26603,0,4024.8,26.76299,0,PALM BEACH COUNTY,Wood,80496,827459,0,115312.45,0,Residential,80496,0,FL
5020357.5,3,-80.177971,0,0,26.650967,0,PALM BEACH COUNTY,Reinforced Masonry,5020357.5,280237,0,4088152.42,0,Commercial,5020357.5,0,FL
9180000,3,-80.177971,0,0,26.650967,0,PALM BEACH COUNTY,Reinforced Concrete,9180000,509552,0,15570000,0,Commercial,9180000,0,FL
116640,3,-80.177971,0,5832,26.650967,0,PALM BEACH COUNTY,Wood,116640,827708,0,122031.1,0,Residential,116640,0,FL
116640,3,-80.177971,0,5832,26.650967,0,PALM BEACH COUNTY,Wood,116640,563944,0,116038.14,0,Residential,116640,0,FL
116640,3,-80.177971,0,5832,26.650967,0,PALM BEACH COUNTY,Wood,116640,415126,0,113575.63,0,Residential,116640,0,FL
116640,3,-80.177971,0,5832,26.650967,0,PALM BEACH COUNTY,Wood,116640,648200,0,83592.86,0,Residential,116640,0,FL
116640,3,-80.177971,0,5832,26.650967,0,PALM BEACH COUNTY,Wood,116640,483686,0,129587.04,0,Residential,116640,0,FL
17190000,1,-80.23996,0,860363.1,26.70624,0,PALM BEACH COUNTY,Reinforced Concrete,17190000,189043,0,25740000,0,Commercial,17190000,0,FL
399766.5,1,-80.23996,0,0,26.70624,0,PALM BEACH COUNTY,Masonry,399766.5,789521,0,712441.47,0,Residential,399766.5,0,FL
116640,1,-80.23996,0,5832,26.70624,0,PALM BEACH COUNTY,Wood,116640,696257,0,105710.83,0,Residential,116640,0,FL
116640,1,-80.23996,0,5832,26.70624,0,PALM BEACH COUNTY,Wood,116640,403813,0,108580.18,0,Residential,116640,0,FL
6503724,1,-80.13809,0,325186.2,26.73432,0,PALM BEACH COUNTY,Reinforced Masonry,6503724,458205,0,10710000,0,Commercial,6503724,0,FL
4977760.5,1,-80.13809,0,0,26.73432,0,PALM BEACH COUNTY,Reinforced Masonry,4977760.5,565318,0,3805000.13,0,Commercial,4977760.5,0,FL
116640,1,-80.13809,0,5832,26.73432,0,PALM BEACH COUNTY,Wood,116640,246886,0,142975.45,0,Residential,116640,0,FL
116640,1,-80.13809,0,5832,26.73432,0,PALM BEACH COUNTY,Wood,116640,117693,0,153595.98,0,Residential,116640,0,FL
555106.5,1,-80.17054,0,0,26.702997,0,PALM BEACH COUNTY,Masonry,555106.5,942117,0,698151.89,0,Residential,555106.5,0,FL
521586,1,-80.139412,0,26079.3,26.730286,0,PALM BEACH COUNTY,Masonry,521586,148326,0,433281.49,0,Residential,521586,0,FL
